,Dmix,Lmix,X,pressure
0,0.003,0.01,0.0021751729666666,3297818.333333333
1,0.003,0.01,0.007057364,3295707.6666666665
2,0.003,0.01,0.011916963,3289639.333333333
3,0.003,0.01,0.0143463033333333,3283907.333333333
4,0.003,0.01,0.0152962366666666,3282772.6666666665
5,0.003,0.01,0.0162630299999999,3274040.333333333
6,0.003,0.01,0.0172124966666666,3233511.6666666665
7,0.003,0.01,0.0181763066666666,3002177.333333333
8,0.003,0.01,0.01943113,2567714.0
9,0.003,0.01,0.0207825933333333,2615937.0
10,0.003,0.01,0.0221340233333333,2615793.333333333
11,0.003,0.01,0.0234854,2614268.0
12,0.003,0.01,0.0248367933333333,2704369.333333333
13,0.003,0.01,0.02618819,2753626.333333333
14,0.003,0.01,0.02751928,2686503.333333333
15,0.003,0.01,0.0293543133333333,2375782.0
16,0.003,0.01,0.0322686333333333,3137727.6666666665
17,0.003,0.01,0.0352793999999999,3406784.0
18,0.003,0.01,0.0382897433333333,3535705.333333333
19,0.003,0.01,0.0413000799999999,3612039.6666666665
20,0.003,0.01,0.0443103666666666,3661633.0
21,0.003,0.01,0.0473206333333333,3695594.0
22,0.003,0.01,0.0503308666666666,3719694.6666666665
23,0.003,0.01,0.0533410266666666,3737272.0
24,0.003,0.01,0.05635117,3750382.6666666665
25,0.003,0.01,0.05936131,3760343.0
26,0.003,0.01,0.06237146,3768027.6666666665
27,0.003,0.01,0.0653816333333333,3774034.3333333335
28,0.003,0.01,0.0683918166666666,3778788.0
29,0.003,0.01,0.0714019966666666,3782589.3333333335
30,0.003,0.01,0.0744121733333333,3785652.0
31,0.003,0.01,0.07742236,3788118.3333333335
32,0.003,0.01,0.0804326966666666,3790162.3333333335
33,0.003,0.01,0.0834434166666666,3792030.3333333335
34,0.003,0.01,0.0864542933333333,3793634.6666666665
35,0.003,0.01,0.0894647633333333,3794876.3333333335
36,0.003,0.01,0.09247509,3795897.0
37,0.003,0.01,0.09548525,3796757.0
38,0.003,0.01,0.0984953933333333,3797489.0
39,0.003,0.01,0.1015055,3798116.3333333335
40,0.003,0.01,0.1045157,3798657.6666666665
41,0.003,0.01,0.1075258333333333,3799125.3333333335
42,0.003,0.01,0.1105358666666666,3799534.6666666665
43,0.003,0.01,0.1135646333333333,3799913.3333333335
44,0.003,0.01,0.1170090333333333,3800003.6666666665
45,0.003,0.01,0.1206234666666666,3800000.0
46,0.0035,0.01,0.0020945138333333,3296115.333333333
47,0.0035,0.01,0.0068297809999999,3293053.0
48,0.0035,0.01,0.011575814,3283803.6666666665
49,0.0035,0.01,0.0143284966666666,3271603.333333333
50,0.0035,0.01,0.01543954,3263719.0
51,0.0035,0.01,0.01652114,3232139.6666666665
52,0.0035,0.01,0.0176090733333333,3098462.333333333
53,0.0035,0.01,0.0188869366666666,2748293.6666666665
54,0.0035,0.01,0.0204626233333333,2718243.6666666665
55,0.0035,0.01,0.0220416066666666,2700040.333333333
56,0.0035,0.01,0.0236205733333333,2711671.6666666665
57,0.0035,0.01,0.02519955,2729355.6666666665
58,0.0035,0.01,0.0267777733333333,2759631.0
59,0.0035,0.01,0.0284527,2836662.0
60,0.0035,0.01,0.03124911,3198404.6666666665
61,0.0035,0.01,0.03425959,3408319.333333333
62,0.0035,0.01,0.0372702333333333,3527019.333333333
63,0.0035,0.01,0.0402808466666666,3602215.6666666665
64,0.0035,0.01,0.0432913066666666,3652207.0
65,0.0035,0.01,0.0463015633333333,3686813.6666666665
66,0.0035,0.01,0.0493117099999999,3711756.3333333335
67,0.0035,0.01,0.0523217866666666,3730253.6666666665
68,0.0035,0.01,0.0553318166666666,3744256.0
69,0.0035,0.01,0.05834178,3755035.0
70,0.0035,0.01,0.0613517366666666,3763454.0
71,0.0035,0.01,0.0643616533333333,3770118.0
72,0.0035,0.01,0.0673715433333333,3775455.3333333335
73,0.0035,0.01,0.0703814233333333,3779778.6666666665
74,0.0035,0.01,0.0733913133333333,3783313.0
75,0.0035,0.01,0.0764012333333333,3786216.0
76,0.0035,0.01,0.0794112233333333,3788612.0
77,0.0035,0.01,0.0824214366666666,3790686.3333333335
78,0.0035,0.01,0.0854322366666666,3792571.3333333335
79,0.0035,0.01,0.0884430033333333,3794145.0
80,0.0035,0.01,0.0914533466666666,3795415.6666666665
81,0.0035,0.01,0.0944634533333333,3796476.6666666665
82,0.0035,0.01,0.0974734199999999,3797379.6666666665
83,0.0035,0.01,0.1004834566666666,3798154.6666666665
84,0.0035,0.01,0.1034932333333333,3798824.0
85,0.0035,0.01,0.1065029666666666,3799412.6666666665
86,0.0035,0.01,0.1095930333333333,3799896.3333333335
87,0.0035,0.01,0.1131369,3799969.3333333335
88,0.0035,0.01,0.1167513333333333,3799988.6666666665
89,0.004,0.01,0.0017827581333333,3297405.333333333
90,0.004,0.01,0.0059892646666666,3295999.333333333
91,0.004,0.01,0.010268199,3292334.333333333
92,0.004,0.01,0.01380462,3284181.0
93,0.004,0.01,0.0151853433333333,3280371.333333333
94,0.004,0.01,0.0163953633333333,3266510.333333333
95,0.004,0.01,0.0175980166666666,3217513.6666666665
96,0.004,0.01,0.0189541966666666,3154935.0
97,0.004,0.01,0.02069227,3163192.6666666665
98,0.004,0.01,0.0224980233333333,3177389.6666666665
99,0.004,0.01,0.0242754866666666,3194880.333333333
100,0.004,0.01,0.0260524,3228963.0
101,0.004,0.01,0.0278335499999999,3278641.0
102,0.004,0.01,0.0304325533333333,3394536.0
103,0.004,0.01,0.0333516133333333,3509840.0
104,0.004,0.01,0.03628158,3594552.333333333
105,0.004,0.01,0.0392109266666666,3653448.0
106,0.004,0.01,0.0421490566666666,3694288.3333333335
107,0.004,0.01,0.0450847833333333,3719781.0
108,0.004,0.01,0.0480918433333333,3737054.0
109,0.004,0.01,0.0510985833333333,3749762.0
110,0.004,0.01,0.0541051633333333,3759489.0
111,0.004,0.01,0.0571116433333333,3767099.6666666665
112,0.004,0.01,0.0601180666666666,3773143.6666666665
113,0.004,0.01,0.0631244099999999,3777994.3333333335
114,0.004,0.01,0.06613072,3781927.6666666665
115,0.004,0.01,0.0691369966666666,3785142.0
116,0.004,0.01,0.0721431566666666,3787790.6666666665
117,0.004,0.01,0.07507159,3789931.0
118,0.004,0.01,0.0780552433333333,3791751.0
119,0.004,0.01,0.08106139,3793305.6666666665
120,0.004,0.01,0.08406773,3794642.6666666665
121,0.004,0.01,0.0870741966666666,3795799.3333333335
122,0.004,0.01,0.0900807633333333,3796790.3333333335
123,0.004,0.01,0.09308717,3797633.3333333335
124,0.004,0.01,0.0960935,3798352.6666666665
125,0.004,0.01,0.0990996666666666,3798973.0
126,0.004,0.01,0.1021056666666666,3799514.3333333335
127,0.004,0.01,0.1052398333333333,3799919.0
128,0.004,0.01,0.1088171666666666,3799972.6666666665
129,0.004,0.01,0.1124316333333333,3799991.3333333335
130,0.0045,0.01,0.0017650969,3298647.333333333
131,0.0045,0.01,0.005959897,3297827.0
132,0.0045,0.01,0.0102223373333333,3295856.6666666665
133,0.0045,0.01,0.0138073933333333,3291833.333333333
134,0.0045,0.01,0.0153218,3290391.0
135,0.0045,0.01,0.0166381366666666,3285001.0
136,0.0045,0.01,0.0179456033333333,3271147.6666666665
137,0.0045,0.01,0.01967144,3267414.0
138,0.0045,0.01,0.0216745666666666,3278214.333333333
139,0.0045,0.01,0.0236911833333333,3303192.0
140,0.0045,0.01,0.0255864766666666,3391481.333333333
141,0.0045,0.01,0.0273923333333333,3496182.0
142,0.0045,0.01,0.02963516,3595331.333333333
143,0.0045,0.01,0.0324615866666666,3669514.3333333335
144,0.0045,0.01,0.0354116766666666,3705810.0
145,0.0045,0.01,0.0384198633333333,3727703.0
146,0.0045,0.01,0.04142754,3743096.0
147,0.0045,0.01,0.04443503,3754621.6666666665
148,0.0045,0.01,0.0474424166666666,3763489.3333333335
149,0.0045,0.01,0.0504497566666666,3770420.0
150,0.0045,0.01,0.0534570533333333,3775905.0
151,0.0045,0.01,0.0564642833333333,3780292.0
152,0.0045,0.01,0.0594715099999999,3783837.3333333335
153,0.0045,0.01,0.0624786699999999,3786723.0
154,0.0045,0.01,0.06548585,3789091.3333333335
155,0.0045,0.01,0.06849292,3791049.6666666665
156,0.0045,0.01,0.07149998,3792686.0
157,0.0045,0.01,0.0745071666666666,3794063.6666666665
158,0.0045,0.01,0.0775143433333333,3795231.0
159,0.0045,0.01,0.0805214633333333,3796221.0
160,0.0045,0.01,0.0835285833333333,3797066.6666666665
161,0.0045,0.01,0.0865357,3797788.6666666665
162,0.0045,0.01,0.08954281,3798409.6666666665
163,0.0045,0.01,0.0925497833333333,3798945.3333333335
164,0.0045,0.01,0.0955542266666666,3799411.6666666665
165,0.0045,0.01,0.0984631033333333,3799816.3333333335
166,0.0045,0.01,0.1017826666666666,3800011.0
167,0.0045,0.01,0.1052776333333333,3800000.0
168,0.005,0.01,0.0018536871666666,3299933.6666666665
169,0.005,0.01,0.0062651493333333,3299889.0
170,0.005,0.01,0.0106863133333333,3299780.0
171,0.005,0.01,0.0140678733333333,3299548.6666666665
172,0.005,0.01,0.01570533,3299183.6666666665
173,0.005,0.01,0.0171061266666666,3302548.333333333
174,0.005,0.01,0.0185154533333333,3302339.333333333
175,0.005,0.01,0.0204303666666666,3301475.333333333
176,0.005,0.01,0.0226159833333333,3343560.333333333
177,0.005,0.01,0.0247030133333333,3442357.0
178,0.005,0.01,0.0265842633333333,3571719.0
179,0.005,0.01,0.02827338,3677622.0
180,0.005,0.01,0.03052344,3745944.6666666665
181,0.005,0.01,0.0334266333333333,3765752.0
182,0.005,0.01,0.03641625,3773061.3333333335
183,0.005,0.01,0.03942514,3778498.6666666665
184,0.005,0.01,0.0424339666666666,3782700.6666666665
185,0.005,0.01,0.04544277,3785980.3333333335
186,0.005,0.01,0.0484515966666666,3788573.3333333335
187,0.005,0.01,0.0514604333333333,3790649.3333333335
188,0.005,0.01,0.05446926,3792323.6666666665
189,0.005,0.01,0.057478,3793688.6666666665
190,0.005,0.01,0.06048673,3794809.3333333335
191,0.005,0.01,0.0634954666666666,3795739.3333333335
192,0.005,0.01,0.06650424,3796514.3333333335
193,0.005,0.01,0.0695130066666666,3797166.0
194,0.005,0.01,0.0725217666666666,3797714.3333333335
195,0.005,0.01,0.0755304833333333,3798179.3333333335
196,0.005,0.01,0.07853915,3798575.3333333335
197,0.005,0.01,0.0814918066666666,3798907.3333333335
198,0.005,0.01,0.0844561,3799195.0
199,0.005,0.01,0.08746471,3799447.0
200,0.005,0.01,0.09047333,3799665.6666666665
201,0.005,0.01,0.0934818899999999,3799862.6666666665
202,0.005,0.01,0.0966180166666666,3800016.6666666665
203,0.005,0.01,0.1001953966666666,3800009.0
204,0.005,0.01,0.1038098666666667,3800000.0
205,0.003,0.02,0.0021751389,3298048.0
206,0.003,0.02,0.0070571653333333,3296066.6666666665
207,0.003,0.02,0.0119166476666666,3290444.333333333
208,0.003,0.02,0.0143461233333333,3284875.0
209,0.003,0.02,0.0152964533333333,3283486.6666666665
210,0.003,0.02,0.0162638766666666,3275972.0
211,0.003,0.02,0.0172130466666666,3242679.0
212,0.003,0.02,0.01817645,3060940.6666666665
213,0.003,0.02,0.0194311666666666,2854438.6666666665
214,0.003,0.02,0.0207825933333333,2913597.333333333
215,0.003,0.02,0.0221339666666666,2940242.333333333
216,0.003,0.02,0.02348536,3019164.333333333
217,0.003,0.02,0.02482327,3120227.0
218,0.003,0.02,0.0261432033333333,3168761.333333333
219,0.003,0.02,0.0274945733333333,3163079.0
220,0.003,0.02,0.0288459466666666,3132270.6666666665
221,0.003,0.02,0.0301972933333333,3091201.333333333
222,0.003,0.02,0.0315486466666666,3044066.6666666665
223,0.003,0.02,0.03290004,2990387.333333333
224,0.003,0.02,0.0342514233333333,2929401.333333333
225,0.003,0.02,0.0356028066666666,2855772.333333333
226,0.003,0.02,0.0369541833333333,2755179.0
227,0.003,0.02,0.0384392033333333,2449314.6666666665
228,0.003,0.02,0.0410639,2993272.333333333
229,0.003,0.02,0.0440744666666666,3336741.333333333
230,0.003,0.02,0.0470850833333333,3494667.6666666665
231,0.003,0.02,0.0500956,3585944.333333333
232,0.003,0.02,0.05306869,3643304.3333333335
233,0.003,0.02,0.0560162,3681832.0
234,0.003,0.02,0.05902669,3709712.3333333335
235,0.003,0.02,0.0620371466666666,3729928.0
236,0.003,0.02,0.0650475733333333,3745036.6666666665
237,0.003,0.02,0.0680579733333333,3756532.3333333335
238,0.003,0.02,0.07106838,3765305.0
239,0.003,0.02,0.0740788966666666,3772151.6666666665
240,0.003,0.02,0.0770894633333333,3777560.6666666665
241,0.003,0.02,0.0801000466666666,3781777.6666666665
242,0.003,0.02,0.0831106366666666,3785204.0
243,0.003,0.02,0.0861212266666666,3787952.3333333335
244,0.003,0.02,0.0891317833333333,3790149.6666666665
245,0.003,0.02,0.09214216,3791954.6666666665
246,0.003,0.02,0.0951525266666666,3793447.3333333335
247,0.003,0.02,0.0981629,3794687.6666666665
248,0.003,0.02,0.10117326,3795726.0
249,0.003,0.02,0.1041836333333333,3796602.0
250,0.003,0.02,0.1071938333333333,3797346.0
251,0.003,0.02,0.1102041,3797978.0
252,0.003,0.02,0.1132141666666666,3798523.0
253,0.003,0.02,0.1162242999999999,3798992.0
254,0.003,0.02,0.1192345,3799400.6666666665
255,0.003,0.02,0.1222444999999999,3799769.0
256,0.003,0.02,0.1254560666666666,3800014.3333333335
257,0.003,0.02,0.1290605,3800000.0
258,0.0035,0.02,0.0020951006999999,3296310.333333333
259,0.0035,0.02,0.0068308613333333,3292843.333333333
260,0.0035,0.02,0.0115773073333333,3283685.6666666665
261,0.0035,0.02,0.0143308566666666,3272946.6666666665
262,0.0035,0.02,0.0154402133333333,3270213.6666666665
263,0.0035,0.02,0.0165182833333333,3249933.6666666665
264,0.0035,0.02,0.01760925,3144731.333333333
