,Dmix,Lmix,X,pressure
0,0.003,0.01,0.0053518420666666,8499329.666666666
1,0.003,0.01,0.01312246,8498155.333333334
2,0.003,0.01,0.01849556,8479927.0
3,0.003,0.01,0.0233761966666666,7146305.666666667
4,0.003,0.01,0.0255159233333333,5165964.666666667
5,0.003,0.01,0.0265945566666666,3138530.6666666665
6,0.003,0.01,0.02740667,2968142.0
7,0.003,0.01,0.0291651766666666,3804242.6666666665
8,0.003,0.01,0.0302264833333333,2948654.6666666665
9,0.003,0.01,0.0310372833333333,3223187.333333333
10,0.003,0.01,0.03202434,2804075.333333333
11,0.003,0.01,0.03331196,2478522.6666666665
12,0.003,0.01,0.03459382,2729762.0
13,0.003,0.01,0.03588813,2573116.0
14,0.003,0.01,0.0372241799999999,2662868.0
15,0.003,0.01,0.03853945,2730707.6666666665
16,0.003,0.01,0.0398896766666666,2742630.6666666665
17,0.003,0.01,0.0412232333333333,2576143.333333333
18,0.003,0.01,0.0436308699999999,2641924.6666666665
19,0.003,0.01,0.0465391199999999,3269826.0
20,0.003,0.01,0.04948354,3459760.6666666665
21,0.003,0.01,0.0524915133333333,3565467.0
22,0.003,0.01,0.0554993833333333,3630862.6666666665
23,0.003,0.01,0.0585071533333333,3674316.3333333335
24,0.003,0.01,0.0615148466666666,3704545.3333333335
25,0.003,0.01,0.0644345433333333,3725656.6666666665
26,0.003,0.01,0.0674299066666666,3741585.0
27,0.003,0.01,0.07043745,3753619.3333333335
28,0.003,0.01,0.07344495,3762818.0
29,0.003,0.01,0.0764524499999999,3769952.3333333335
30,0.003,0.01,0.0794599133333333,3775559.6666666665
31,0.003,0.01,0.0824575133333333,3780007.6666666665
32,0.003,0.01,0.0853745166666666,3783479.0
33,0.003,0.01,0.0883819566666666,3786386.6666666665
34,0.003,0.01,0.09138962,3788798.0
35,0.003,0.01,0.0943975833333333,3790838.3333333335
36,0.003,0.01,0.0973842133333333,3792511.3333333335
37,0.003,0.01,0.10031352,3793905.0
38,0.003,0.01,0.1033214333333333,3795098.6666666665
39,0.003,0.01,0.1063292666666666,3796090.0
40,0.003,0.01,0.1093369666666666,3796924.6666666665
41,0.003,0.01,0.1123446333333333,3797634.6666666665
42,0.003,0.01,0.1153522666666666,3798244.0
43,0.003,0.01,0.1182791333333333,3798754.0
44,0.003,0.01,0.121267,3799202.0
45,0.003,0.01,0.1242744333333333,3799588.0
46,0.003,0.01,0.1273429666666666,3799871.3333333335
47,0.003,0.01,0.1308659333333333,3799979.3333333335
