,Dmix,Lmix,X,pressure
0,0.003,0.01,0.0053510620666666,8499291.333333334
1,0.003,0.01,0.01306863,8497959.0
2,0.003,0.01,0.0183315366666666,8478176.333333334
3,0.003,0.01,0.0231133733333333,7198179.333333333
4,0.003,0.01,0.0252387833333333,5190555.0
5,0.003,0.01,0.02636214,3514319.6666666665
6,0.003,0.01,0.0272006166666666,2474642.6666666665
7,0.003,0.01,0.0280893566666666,4337243.666666667
8,0.003,0.01,0.0289490966666666,2401498.0
9,0.003,0.01,0.0298775999999999,3641103.0
10,0.003,0.01,0.03107026,2267772.6666666665
11,0.003,0.01,0.0323531233333333,2692804.333333333
12,0.003,0.01,0.03370465,2624715.6666666665
13,0.003,0.01,0.0350560933333333,2610936.6666666665
14,0.003,0.01,0.0363854599999999,2704535.333333333
15,0.003,0.01,0.0377138133333333,2750147.6666666665
16,0.003,0.01,0.0390652066666666,2697798.6666666665
17,0.003,0.01,0.0408733066666666,2402692.333333333
18,0.003,0.01,0.0438247499999999,3143371.333333333
19,0.003,0.01,0.0468315,3403950.0
20,0.003,0.01,0.0498382499999999,3533234.0
21,0.003,0.01,0.0528450133333333,3610174.3333333335
22,0.003,0.01,0.0558517633333333,3660236.0
23,0.003,0.01,0.0588584599999999,3694572.6666666665
24,0.003,0.01,0.0618651433333333,3718956.6666666665
25,0.003,0.01,0.0648718733333333,3736736.6666666665
26,0.003,0.01,0.0678786266666666,3749989.0
27,0.003,0.01,0.0708853966666666,3760047.6666666665
28,0.003,0.01,0.07389215,3767806.6666666665
29,0.003,0.01,0.07688136,3773842.0
30,0.003,0.01,0.07980537,3778513.6666666665
31,0.003,0.01,0.08281197,3782369.6666666665
32,0.003,0.01,0.0858186066666666,3785548.6666666665
33,0.003,0.01,0.0888253533333333,3788249.3333333335
34,0.003,0.01,0.0918321466666666,3790286.3333333335
35,0.003,0.01,0.09483894,3791997.6666666665
36,0.003,0.01,0.0978457299999999,3793489.6666666665
37,0.003,0.01,0.1008525266666666,3794759.0
38,0.003,0.01,0.1038593,3795811.6666666665
39,0.003,0.01,0.1068661,3796692.0
40,0.003,0.01,0.1098729,3797435.6666666665
41,0.003,0.01,0.1128796999999999,3798068.0
42,0.003,0.01,0.1158864666666666,3798614.6666666665
